id;annotator;tablename;position;question;answer;answer_coord;float_value;agg_function;table_loc
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in KALIMANTAN TIMUR?;['77.44'];[(22, 1)];77.44;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2014?;['73.82'];[(22, 9)];73.82;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2013?;['73.21'];[(22, 10)];73.21;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2012?;['72.62'];[(22, 11)];72.62;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of KALIMANTAN TIMUR in 2011?;['72.02'];[(22, 12)];72.02;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of SULAWESI UTARA?;['67.83', '68.31', '69.04', '69.49', '69.96', '70.39', '71.05', '71.66', '72.2', '72.99', '72.93', '73.3', '73.81'];[(24, 13), (24, 12), (24, 11), (12, 8), (24, 9), (24, 8), (20, 3), (24, 6), (24, 5), (24, 4), (24, 3), (24, 2), (24, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI UTARA?;['73.81'];[(24, 1)];73.81;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of SULAWESI UTARA in 2020?;['72.93'];[(24, 3)];72.93;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI UTARA?;['73.81'];[(24, 1)];73.81;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['71.66'];[(24, 6)];71.66;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of SULAWESI BARAT?;['59.74', '60.63', '61.01', '61.53', '62.24', '62.96', '63.6', '64.3', '65.1', '65.73', '66.11', '66.36', '66.92'];[(29, 13), (29, 12), (29, 11), (29, 10), (29, 9), (29, 8), (29, 7), (19, 10), (29, 5), (7, 10), (29, 3), (29, 2), (29, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2022?;['66.92'];[(29, 1)];66.92;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2021?;['66.36'];[(29, 2)];66.36;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI BARAT?;['66.92'];[(29, 1)];66.92;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in SULAWESI BARAT?;['59.74'];[(29, 13)];59.74;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI BARAT?;['66.92'];[(29, 1)];66.92;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2015?;['62.96'];[(29, 8)];62.96;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in SULAWESI BARAT?;['66.92'];[(29, 1)];66.92;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of SULAWESI BARAT in 2012?;['61.01'];[(29, 11)];61.01;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2010?;['59.74'];[(29, 13)];59.74;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of MALUKU?;['64.27', '64.75', '65.43', '66.09', '66.74', '67.05', '67.6', '68.19', '68.87', '69.45', '69.49', '69.71', '70.22'];[(25, 12), (30, 12), (30, 11), (30, 10), (14, 11), (30, 8), (30, 7), (30, 6), (1, 9), (0, 8), (12, 8), (30, 2), (30, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2022?;['70.22'];[(30, 1)];70.22;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2021?;['69.71'];[(30, 2)];69.71;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['69.49'];[(12, 8)];69.49;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['68.19'];[(30, 6)];68.19;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['67.05'];[(30, 8)];67.05;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2014?;['66.74'];[(14, 11)];66.74;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2011?;['64.75'];[(30, 12)];64.75;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;from 2010 what is the IPM of PAPUA BARAT?;['59.6', '59.9', '60.3', '60.91', '61.28', '61.73', '62.21', '62.99', '63.74', '64.7', '65.09', '65.26', '65.89'];[(32, 13), (32, 12), (32, 11), (32, 10), (32, 9), (32, 8), (32, 7), (32, 6), (32, 5), (28, 10), (32, 3), (32, 2), (21, 12)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2022?;['65.89'];[(21, 12)];65.89;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2021?;['65.26'];[(32, 2)];65.26;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2019?;['64.7'];[(28, 10)];64.7;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in PAPUA BARAT?;['59.6'];[(32, 13)];59.6;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2016?;['62.21'];[(32, 7)];62.21;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2015?;['61.73'];[(32, 8)];61.73;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2014?;['61.28'];[(32, 9)];61.28;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2013?;['60.91'];[(32, 10)];60.91;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2011?;['59.9'];[(32, 12)];59.9;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM of INDONESIA?;['66.53', '67.09', '67.7', '68.31', '68.9', '69.55', '70.18', '70.81', '71.39', '71.92', '71.94', '72.29', '72.91'];[(34, 13), (0, 13), (34, 11), (24, 12), (3, 12), (8, 7), (34, 7), (34, 6), (34, 5), (34, 4), (34, 3), (34, 2), (34, 1)];;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2020?;['71.94'];[(34, 3)];71.94;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in INDONESIA?;['72.91'];[(34, 1)];72.91;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the IPM in 2017?;['70.81'];[(34, 6)];70.81;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the highest IPM in INDONESIA?;['72.91'];[(34, 1)];72.91;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;what is the IPM in 2011?;['67.09'];[(0, 13)];67.09;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0001;Zaki;ipm_provinsi_indonesia;1;the lowest IPM in INDONESIA?;['66.53'];[(34, 13)];66.53;;dataset/bdc-2023/table_csv/ipm_provinsi_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;0;from 2020 what is the inflation number of KOTA MEULABOH?;['4.24', '2.07', '6.56'];[(0, 3), (0, 2), (0, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA MEULABOH in 2022?;['6.56'];[(0, 1)];6.56;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['4.24'];[(0, 3)];4.24;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BANDA ACEH?;['3.46', '2.41', '6.0'];[(1, 3), (1, 2), (1, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['6.0'];[(1, 1)];6.0;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA BANDA ACEH in 2021?;['2.41'];[(1, 2)];2.41;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['3.46'];[(1, 3)];3.46;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA LHOKSEUMAWE since 2020?;['3.55', '1.97', '5.37'];[(2, 3), (2, 2), (2, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA LHOKSEUMAWE in 2020?;['3.55'];[(2, 3)];3.55;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA SIBOLGA?;['2.42', '1.86', '6.43'];[(3, 3), (3, 2), (3, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['6.43'];[(3, 1)];6.43;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA PEMATANG SIANTAR?;['2.78', '2.12', '6.16'];[(4, 3), (4, 2), (4, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['2.12'];[(4, 2)];2.12;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['2.78'];[(4, 3)];2.78;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA MEDAN?;['1.76', '1.7', '6.1'];[(5, 3), (5, 2), (5, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA MEDAN in 2021?;['1.7'];[(5, 2)];1.7;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['1.76'];[(5, 3)];1.76;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA PADANGSIDIMPUAN?;['3.27', '1.49', '6.4'];[(6, 3), (6, 2), (6, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['6.4'];[(6, 1)];6.4;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA GUNUNGSITOLI since 2020?;['5.32', '0.54', '5.74'];[(7, 3), (7, 2), (7, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA GUNUNGSITOLI in 2022?;['5.74'];[(7, 1)];5.74;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA GUNUNGSITOLI in 2021?;['0.54'];[(7, 2)];0.54;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA PADANG?;['2.12', '1.37', '7.38'];[(4, 2), (8, 2), (8, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['1.37'];[(8, 2)];1.37;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['2.12'];[(4, 2)];2.12;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA BUKITTINGGI?;['2.02', '1.69', '7.76'];[(9, 3), (9, 2), (9, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['7.76'];[(9, 1)];7.76;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['2.02'];[(9, 3)];2.02;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA PEKANBARU?;['2.24', '1.55', '7.04'];[(11, 3), (11, 2), (11, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA DUMAI?;['2.88', '1.66', '6.46'];[(12, 3), (12, 2), (12, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA DUMAI in 2021?;['1.66'];[(12, 2)];1.66;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['2.88'];[(12, 3)];2.88;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of BUNGO since 2020?;['2.32', '1.65', '6.04'];[(13, 3), (13, 2), (13, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of BUNGO in 2021?;['1.65'];[(13, 2)];1.65;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA JAMBI?;['3.09', '1.67', '6.39'];[(14, 3), (14, 2), (14, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA JAMBI in 2020?;['3.09'];[(14, 3)];3.09;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA PALEMBANG?;['1.5', '1.84', '5.95'];[(15, 3), (15, 2), (15, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA PALEMBANG in 2021?;['1.84'];[(15, 2)];1.84;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA LUBUKLINGGAU since 2020?;['1.97', '1.63', '5.83'];[(2, 2), (16, 2), (16, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['5.83'];[(16, 1)];5.83;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BENGKULU since 2020?;['0.89', '2.42', '5.92'];[(17, 3), (3, 3), (17, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BANDAR LAMPUNG since 2020?;['1.93', '2.13', '5.52'];[(18, 3), (18, 2), (18, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['5.52'];[(18, 1)];5.52;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA METRO since 2020?;['2.53', '2.74', '5.37'];[(19, 3), (19, 2), (2, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA METRO in 2022?;['5.37'];[(2, 1)];5.37;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of TANJUNG PANDAN since 2020?;['2.11', '4.01', '4.17'];[(20, 3), (20, 2), (20, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of TANJUNG PANDAN in 2021?;['4.01'];[(20, 2)];4.01;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of TANJUNG PANDAN in 2020?;['2.11'];[(20, 3)];2.11;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA PANGKAL PINANG?;['0.52', '3.6', '6.07'];[(21, 3), (21, 2), (21, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['0.52'];[(21, 3)];0.52;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BATAM since 2020?;['1.12', '2.45', '5.95'];[(22, 3), (22, 2), (15, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['5.95'];[(15, 1)];5.95;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['2.45'];[(22, 2)];2.45;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['1.12'];[(22, 3)];1.12;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of KOTA TANJUNG PINANG?;['1.66', '0.86', '4.96'];[(12, 2), (23, 2), (23, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of DKI JAKARTA?;['1.59', '1.53', '4.21'];[(24, 3), (24, 2), (24, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BOGOR?;['2.18', '1.93', '5.82'];[(25, 3), (18, 3), (25, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2020?;['2.18'];[(25, 3)];2.18;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA SUKABUMI since 2020?;['1.84', '1.71', '5.45'];[(15, 2), (26, 2), (26, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA CIREBON?;['1.16', '1.81', '4.86'];[(28, 3), (28, 2), (28, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['4.86'];[(28, 1)];4.86;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2021?;['1.81'];[(28, 2)];1.81;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA BEKASI since 2020?;['2.81', '1.61', '5.37'];[(29, 3), (29, 2), (2, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['5.37'];[(2, 1)];5.37;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['1.61'];[(29, 2)];1.61;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA BEKASI in 2020?;['2.81'];[(29, 3)];2.81;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA DEPOK?;['1.78', '1.81', '6.06'];[(30, 3), (28, 2), (30, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['1.81'];[(28, 2)];1.81;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA DEPOK in 2020?;['1.78'];[(30, 3)];1.78;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA TASIKMALAYA?;['1.61', '1.17', '6.65'];[(29, 2), (31, 2), (31, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['1.17'];[(31, 2)];1.17;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of CILACAP since 2020?;['1.71', '1.88', '6.81'];[(26, 2), (32, 2), (32, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2021?;['1.88'];[(32, 2)];1.88;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of CILACAP in 2020?;['1.71'];[(26, 2)];1.71;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;since 2020 what is the inflation rate of PURWOKERTO?;['1.9', '2.18', '6.49'];[(33, 3), (25, 3), (33, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KUDUS since 2020?;['1.24', '1.59', '6.4'];[(34, 3), (24, 3), (6, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2022?;['6.4'];[(6, 1)];6.4;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['1.24'];[(34, 3)];1.24;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA SURAKARTA?;['1.38', '2.58', '7.03'];[(35, 3), (35, 2), (35, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;the inflation rate in 2021?;['2.58'];[(35, 2)];2.58;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA SEMARANG?;['1.48', '1.49', '4.99'];[(36, 3), (6, 2), (36, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA SEMARANG in 2022?;['4.99'];[(36, 1)];4.99;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation of KOTA SEMARANG in 2021?;['1.49'];[(6, 2)];1.49;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;from 2020 what is the inflation number of KOTA TEGAL?;['2.36', '1.53', '6.31'];[(37, 3), (24, 2), (37, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2022?;['6.31'];[(37, 1)];6.31;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate in 2020?;['2.36'];[(37, 3)];2.36;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
ds0002;Zaki;inflasi_kota_indonesia;1;what is the inflation rate of KOTA YOGYAKARTA since 2020?;['1.4', '2.29', '6.49'];[(38, 3), (38, 2), (33, 1)];;;dataset/bdc-2023/table_csv/inflasi_kota_indonesia.csv
